variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
617201,0,616147,2885,
617202,0,,,
617203,0,,,
617204,0,616150,,2886
617207,0,616149,,3572
617208,0,616149,2885,
617209,0,616150,3572,
617211,0,,,
617212,0,,,
617213,0,,,
617214,0,616152,493,
617215,0,616151,209,
617216,0,616152,,1142
617217,0,616151,,978
617218,0,,,
617219,0,,,
617220,0,,,
617221,0,,,
617222,0,616154,,1267
617223,0,616154,,3124
617227,0,616156,1819,
617228,0,616155,1248,
617229,0,616156,,611
617231,0,616158,,2854
617232,0,,,
617233,0,,,
617234,0,,,
617235,0,616158,,2854
617236,0,,,
617237,0,616157,242,
617238,0,616157,242,
617240,0,616157,128,
617242,0,,,
617243,0,,,
617244,0,,,
617245,0,616159,,2554
617246,0,,,
617247,0,,,
617250,0,616159,208,
617252,0,616160,,210
617253,0,,,
617254,0,616160,,543
617256,0,,,
617257,0,,,
617258,0,,,
617259,0,,,
617260,0,616159,,2554
617264,0,,,
617266,0,,,
617267,0,616161,708,
617268,0,616161,708,
617270,0,616162,,707
617273,0,616162,603,
617277,0,,,
617278,0,,,
617279,0,,,
617280,0,616163,,1030
617281,0,616163,,1030
617282,0,616163,,1030
617283,0,,,
617284,0,,,
617286,0,616163,,284
617287,0,616164,,2973
617288,0,616164,,2973
617289,0,616164,,2973
617290,0,,,
617292,0,616165,708,
617293,0,616166,603,
617294,0,616166,,707
617295,0,,,
617296,0,,,
617297,0,,,
617298,0,616168,,1958
617300,0,,,
617301,0,,,
617302,0,,,
617303,0,616168,,543
617304,0,,,
617307,0,,,
617308,0,616170,,2953
617310,0,,,
617311,0,616170,,2953
617312,0,,,
617314,0,,,
617317,0,616172,,2953
617318,0,,,
617319,0,616171,,3002
617320,0,,,
617321,0,,,
617322,0,,,
617323,0,616174,,
617324,0,616173,,2953
617325,0,,,
617326,0,616176,,874
617327,0,,,
617329,0,,,
617335,0,616176,,
617343,0,,,
617344,0,,,
617345,0,,,
617346,0,,,
617347,0,616180,,
617348,0,616182,243,
617349,0,616181,2885,
617351,0,,,
617353,0,,,
617354,0,616181,,
617355,0,,,
617356,0,,,
617357,0,616184,,2854
617359,0,616183,242,
617363,0,,,
617365,0,,,
617366,0,616186,,646
617367,0,616185,,647
617370,0,616187,125,
617371,0,616188,,2554
617372,0,616189,,624
617373,0,,,
617380,0,,,
617381,0,616190,625,
617382,0,616190,625,
617383,0,616189,779,
617385,0,616190,,780
617387,0,616192,,2854
617388,0,616192,,127
617389,0,616191,242,
617390,0,616191,128,
617393,0,616194,209,
617395,0,616193,,212
617396,0,616194,,127
617398,0,,,
617402,0,,,
617403,0,,,
617404,0,,,
617416,0,616198,,644
617417,0,616198,,644
617418,0,616197,,651
617420,0,616198,648,
617421,0,,,
617422,0,616206,,1782
617423,0,616208,642,
617424,0,,,
617425,0,616207,3123,
617427,0,616207,,637
